caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,justiceName,vote,opinion,direction,majority,firstAgreement,secondAgreement
2010-016,2010-016-01,2010-016-01-01,2010-016-01-01-01-04,2/22/11,1,,131 S. Ct. 1101,179 L. Ed. 2d 37,2011 U.S. LEXIS 1084,2010,1704,Roberts,09-520,"CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.",11/10/10,,231,,19,1,1,,,0,42,,31,,0,12,2,1,1,4,0,0,0,0,80100,8,1,0,4,,6,600,49 USCA 11501,114,111,1,7,2,108,CThomas,2,2,2,1,,
2010-016,2010-016-01,2010-016-01-01,2010-016-01-01-01-05,2/22/11,1,,131 S. Ct. 1101,179 L. Ed. 2d 37,2011 U.S. LEXIS 1084,2010,1704,Roberts,09-520,"CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.",11/10/10,,231,,19,1,1,,,0,42,,31,,0,12,2,1,1,4,0,0,0,0,80100,8,1,0,4,,6,600,49 USCA 11501,114,111,1,7,2,109,RBGinsburg,2,1,2,1,108,
2010-016,2010-016-01,2010-016-01-01,2010-016-01-01-01-06,2/22/11,1,,131 S. Ct. 1101,179 L. Ed. 2d 37,2011 U.S. LEXIS 1084,2010,1704,Roberts,09-520,"CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.",11/10/10,,231,,19,1,1,,,0,42,,31,,0,12,2,1,1,4,0,0,0,0,80100,8,1,0,4,,6,600,49 USCA 11501,114,111,1,7,2,110,SGBreyer,1,1,1,2,,
2010-016,2010-016-01,2010-016-01-01,2010-016-01-01-01-07,2/22/11,1,,131 S. Ct. 1101,179 L. Ed. 2d 37,2011 U.S. LEXIS 1084,2010,1704,Roberts,09-520,"CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.",11/10/10,,231,,19,1,1,,,0,42,,31,,0,12,2,1,1,4,0,0,0,0,80100,8,1,0,4,,6,600,49 USCA 11501,114,111,1,7,2,112,SAAlito,1,1,1,2,,
2010-016,2010-016-01,2010-016-01-01,2010-016-01-01-01-08,2/22/11,1,,131 S. Ct. 1101,179 L. Ed. 2d 37,2011 U.S. LEXIS 1084,2010,1704,Roberts,09-520,"CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.",11/10/10,,231,,19,1,1,,,0,42,,31,,0,12,2,1,1,4,0,0,0,0,80100,8,1,0,4,,6,600,49 USCA 11501,114,111,1,7,2,113,SSotomayor,1,1,1,2,,
2010-016,2010-016-01,2010-016-01-01,2010-016-01-01-01-09,2/22/11,1,,131 S. Ct. 1101,179 L. Ed. 2d 37,2011 U.S. LEXIS 1084,2010,1704,Roberts,09-520,"CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.",11/10/10,,231,,19,1,1,,,0,42,,31,,0,12,2,1,1,4,0,0,0,0,80100,8,1,0,4,,6,600,49 USCA 11501,114,111,1,7,2,114,EKagan,1,2,1,2,,
2010-017,2010-017-01,2010-017-01-01,2010-017-01-01-01-01,2/23/11,1,,131 S. Ct. 1120,179 L. Ed. 2d 62,2011 U.S. LEXIS 1712,2010,1704,Roberts,09-996,"JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN",11/29/10,,28,6,215,,1,,,0,49,,29,,0,11,4,2,1,3,0,1,0,0,20330,2,1,0,7,4,8,800,NA,109,111,1,9,0,111,JGRoberts,1,1,1,2,,
2010-017,2010-017-01,2010-017-01-01,2010-017-01-01-01-02,2/23/11,1,,131 S. Ct. 1120,179 L. Ed. 2d 62,2011 U.S. LEXIS 1712,2010,1704,Roberts,09-996,"JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN",11/29/10,,28,6,215,,1,,,0,49,,29,,0,11,4,2,1,3,0,1,0,0,20330,2,1,0,7,4,8,800,NA,109,111,1,9,0,105,AScalia,1,1,1,2,,
2010-017,2010-017-01,2010-017-01-01,2010-017-01-01-01-03,2/23/11,1,,131 S. Ct. 1120,179 L. Ed. 2d 62,2011 U.S. LEXIS 1712,2010,1704,Roberts,09-996,"JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN",11/29/10,,28,6,215,,1,,,0,49,,29,,0,11,4,2,1,3,0,1,0,0,20330,2,1,0,7,4,8,800,NA,109,111,1,9,0,106,AMKennedy,1,1,1,2,,
2010-017,2010-017-01,2010-017-01-01,2010-017-01-01-01-04,2/23/11,1,,131 S. Ct. 1120,179 L. Ed. 2d 62,2011 U.S. LEXIS 1712,2010,1704,Roberts,09-996,"JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN",11/29/10,,28,6,215,,1,,,0,49,,29,,0,11,4,2,1,3,0,1,0,0,20330,2,1,0,7,4,8,800,NA,109,111,1,9,0,108,CThomas,1,1,1,2,,
2010-017,2010-017-01,2010-017-01-01,2010-017-01-01-01-05,2/23/11,1,,131 S. Ct. 1120,179 L. Ed. 2d 62,2011 U.S. LEXIS 1712,2010,1704,Roberts,09-996,"JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN",11/29/10,,28,6,215,,1,,,0,49,,29,,0,11,4,2,1,3,0,1,0,0,20330,2,1,0,7,4,8,800,NA,109,111,1,9,0,109,RBGinsburg,1,2,1,2,,
2010-017,2010-017-01,2010-017-01-01,2010-017-01-01-01-06,2/23/11,1,,131 S. Ct. 1120,179 L. Ed. 2d 62,2011 U.S. LEXIS 1712,2010,1704,Roberts,09-996,"JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN",11/29/10,,28,6,215,,1,,,0,49,,29,,0,11,4,2,1,3,0,1,0,0,20330,2,1,0,7,4,8,800,NA,109,111,1,9,0,110,SGBreyer,1,1,1,2,,
2010-017,2010-017-01,2010-017-01-01,2010-017-01-01-01-07,2/23/11,1,,131 S. Ct. 1120,179 L. Ed. 2d 62,2011 U.S. LEXIS 1712,2010,1704,Roberts,09-996,"JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN",11/29/10,,28,6,215,,1,,,0,49,,29,,0,11,4,2,1,3,0,1,0,0,20330,2,1,0,7,4,8,800,NA,109,111,1,9,0,112,SAAlito,1,1,1,2,,
2010-017,2010-017-01,2010-017-01-01,2010-017-01-01-01-08,2/23/11,1,,131 S. Ct. 1120,179 L. Ed. 2d 62,2011 U.S. LEXIS 1712,2010,1704,Roberts,09-996,"JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN",11/29/10,,28,6,215,,1,,,0,49,,29,,0,11,4,2,1,3,0,1,0,0,20330,2,1,0,7,4,8,800,NA,109,111,1,9,0,113,SSotomayor,1,1,1,2,,
2010-017,2010-017-01,2010-017-01-01,2010-017-01-01-01-09,2/23/11,1,,131 S. Ct. 1120,179 L. Ed. 2d 62,2011 U.S. LEXIS 1712,2010,1704,Roberts,09-996,"JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN",11/29/10,,28,6,215,,1,,,0,49,,29,,0,11,4,2,1,3,0,1,0,0,20330,2,1,0,7,4,8,800,NA,109,111,1,9,0,114,EKagan,1,1,1,2,,
2010-018,2010-018-01,2010-018-01-01,2010-018-01-01-01-01,2/23/11,1,,131 S. Ct. 1131,179 L. Ed. 2d 75,2011 U.S. LEXIS 1711,2010,1704,Roberts,08-1314,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/10,,208,,189,,1,29,,0,302,6,301,6,0,5,2,2,1,3,0,1,0,0,100030,10,1,0,5,7,9,900,NA,110,111,1,8,0,111,JGRoberts,1,1,1,2,,
2010-018,2010-018-01,2010-018-01-01,2010-018-01-01-01-02,2/23/11,1,,131 S. Ct. 1131,179 L. Ed. 2d 75,2011 U.S. LEXIS 1711,2010,1704,Roberts,08-1314,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/10,,208,,189,,1,29,,0,302,6,301,6,0,5,2,2,1,3,0,1,0,0,100030,10,1,0,5,7,9,900,NA,110,111,1,8,0,105,AScalia,1,1,1,2,,
2010-018,2010-018-01,2010-018-01-01,2010-018-01-01-01-03,2/23/11,1,,131 S. Ct. 1131,179 L. Ed. 2d 75,2011 U.S. LEXIS 1711,2010,1704,Roberts,08-1314,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/10,,208,,189,,1,29,,0,302,6,301,6,0,5,2,2,1,3,0,1,0,0,100030,10,1,0,5,7,9,900,NA,110,111,1,8,0,106,AMKennedy,1,1,1,2,,
2010-018,2010-018-01,2010-018-01-01,2010-018-01-01-01-04,2/23/11,1,,131 S. Ct. 1131,179 L. Ed. 2d 75,2011 U.S. LEXIS 1711,2010,1704,Roberts,08-1314,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/10,,208,,189,,1,29,,0,302,6,301,6,0,5,2,2,1,3,0,1,0,0,100030,10,1,0,5,7,9,900,NA,110,111,1,8,0,108,CThomas,4,2,1,2,,
2010-018,2010-018-01,2010-018-01-01,2010-018-01-01-01-05,2/23/11,1,,131 S. Ct. 1131,179 L. Ed. 2d 75,2011 U.S. LEXIS 1711,2010,1704,Roberts,08-1314,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/10,,208,,189,,1,29,,0,302,6,301,6,0,5,2,2,1,3,0,1,0,0,100030,10,1,0,5,7,9,900,NA,110,111,1,8,0,109,RBGinsburg,1,1,1,2,,
2010-018,2010-018-01,2010-018-01-01,2010-018-01-01-01-06,2/23/11,1,,131 S. Ct. 1131,179 L. Ed. 2d 75,2011 U.S. LEXIS 1711,2010,1704,Roberts,08-1314,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/10,,208,,189,,1,29,,0,302,6,301,6,0,5,2,2,1,3,0,1,0,0,100030,10,1,0,5,7,9,900,NA,110,111,1,8,0,110,SGBreyer,1,2,1,2,,
2010-018,2010-018-01,2010-018-01-01,2010-018-01-01-01-07,2/23/11,1,,131 S. Ct. 1131,179 L. Ed. 2d 75,2011 U.S. LEXIS 1711,2010,1704,Roberts,08-1314,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/10,,208,,189,,1,29,,0,302,6,301,6,0,5,2,2,1,3,0,1,0,0,100030,10,1,0,5,7,9,900,NA,110,111,1,8,0,112,SAAlito,1,1,1,2,,
2010-018,2010-018-01,2010-018-01-01,2010-018-01-01-01-08,2/23/11,1,,131 S. Ct. 1131,179 L. Ed. 2d 75,2011 U.S. LEXIS 1711,2010,1704,Roberts,08-1314,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/10,,208,,189,,1,29,,0,302,6,301,6,0,5,2,2,1,3,0,1,0,0,100030,10,1,0,5,7,9,900,NA,110,111,1,8,0,113,SSotomayor,3,2,1,2,,
2010-018,2010-018-01,2010-018-01-01,2010-018-01-01-01-09,2/23/11,1,,131 S. Ct. 1131,179 L. Ed. 2d 75,2011 U.S. LEXIS 1711,2010,1704,Roberts,08-1314,"DELBERT WILLIAMSON, et al., PETITIONERS v. MAZDA MOTOR OF AMERICA, INC., et al.",11/3/10,,208,,189,,1,29,,0,302,6,301,6,0,5,2,2,1,3,0,1,0,0,100030,10,1,0,5,7,9,900,NA,110,111,1,8,0,114,EKagan,,,,,,
2010-019,2010-019-01,2010-019-01-01,2010-019-01-01-01-01,2/28/11,1,,131 S. Ct. 1143,179 L. Ed. 2d 93,2011 U.S. LEXIS 1713,2010,1704,Roberts,09-150,"MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT",10/5/10,,28,27,137,,1,,,0,302,27,300,27,0,11,3,2,1,5,0,1,0,0,10270,1,1,0,2,,2,213,NA,113,111,1,6,2,111,JGRoberts,1,1,1,2,,
2010-019,2010-019-01,2010-019-01-01,2010-019-01-01-01-02,2/28/11,1,,131 S. Ct. 1143,179 L. Ed. 2d 93,2011 U.S. LEXIS 1713,2010,1704,Roberts,09-150,"MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT",10/5/10,,28,27,137,,1,,,0,302,27,300,27,0,11,3,2,1,5,0,1,0,0,10270,1,1,0,2,,2,213,NA,113,111,1,6,2,105,AScalia,2,2,2,1,,
2010-019,2010-019-01,2010-019-01-01,2010-019-01-01-01-03,2/28/11,1,,131 S. Ct. 1143,179 L. Ed. 2d 93,2011 U.S. LEXIS 1713,2010,1704,Roberts,09-150,"MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT",10/5/10,,28,27,137,,1,,,0,302,27,300,27,0,11,3,2,1,5,0,1,0,0,10270,1,1,0,2,,2,213,NA,113,111,1,6,2,106,AMKennedy,1,1,1,2,,
2010-019,2010-019-01,2010-019-01-01,2010-019-01-01-01-04,2/28/11,1,,131 S. Ct. 1143,179 L. Ed. 2d 93,2011 U.S. LEXIS 1713,2010,1704,Roberts,09-150,"MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT",10/5/10,,28,27,137,,1,,,0,302,27,300,27,0,11,3,2,1,5,0,1,0,0,10270,1,1,0,2,,2,213,NA,113,111,1,6,2,108,CThomas,3,2,1,2,,
2010-019,2010-019-01,2010-019-01-01,2010-019-01-01-01-05,2/28/11,1,,131 S. Ct. 1143,179 L. Ed. 2d 93,2011 U.S. LEXIS 1713,2010,1704,Roberts,09-150,"MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT",10/5/10,,28,27,137,,1,,,0,302,27,300,27,0,11,3,2,1,5,0,1,0,0,10270,1,1,0,2,,2,213,NA,113,111,1,6,2,109,RBGinsburg,2,2,2,1,,
2010-019,2010-019-01,2010-019-01-01,2010-019-01-01-01-06,2/28/11,1,,131 S. Ct. 1143,179 L. Ed. 2d 93,2011 U.S. LEXIS 1713,2010,1704,Roberts,09-150,"MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT",10/5/10,,28,27,137,,1,,,0,302,27,300,27,0,11,3,2,1,5,0,1,0,0,10270,1,1,0,2,,2,213,NA,113,111,1,6,2,110,SGBreyer,1,1,1,2,,
2010-019,2010-019-01,2010-019-01-01,2010-019-01-01-01-07,2/28/11,1,,131 S. Ct. 1143,179 L. Ed. 2d 93,2011 U.S. LEXIS 1713,2010,1704,Roberts,09-150,"MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT",10/5/10,,28,27,137,,1,,,0,302,27,300,27,0,11,3,2,1,5,0,1,0,0,10270,1,1,0,2,,2,213,NA,113,111,1,6,2,112,SAAlito,1,1,1,2,,
2010-019,2010-019-01,2010-019-01-01,2010-019-01-01-01-08,2/28/11,1,,131 S. Ct. 1143,179 L. Ed. 2d 93,2011 U.S. LEXIS 1713,2010,1704,Roberts,09-150,"MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT",10/5/10,,28,27,137,,1,,,0,302,27,300,27,0,11,3,2,1,5,0,1,0,0,10270,1,1,0,2,,2,213,NA,113,111,1,6,2,113,SSotomayor,1,2,1,2,,
2010-019,2010-019-01,2010-019-01-01,2010-019-01-01-01-09,2/28/11,1,,131 S. Ct. 1143,179 L. Ed. 2d 93,2011 U.S. LEXIS 1713,2010,1704,Roberts,09-150,"MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT",10/5/10,,28,27,137,,1,,,0,302,27,300,27,0,11,3,2,1,5,0,1,0,0,10270,1,1,0,2,,2,213,NA,113,111,1,6,2,114,EKagan,,,,,,
2010-020,2010-020-01,2010-020-01-01,2010-020-01-01-01-01,3/1/11,1,,131 S. Ct. 1177,179 L. Ed. 2d 132,2011 U.S. LEXIS 1899,2010,1704,Roberts,09-1279,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/11,,338,,205,,1,38,,0,23,,23,,0,12,1,1,1,3,0,1,0,0,50040,5,1,0,4,5,3,335,NA,111,111,1,8,0,111,JGRoberts,1,2,1,2,,
2010-020,2010-020-01,2010-020-01-01,2010-020-01-01-01-02,3/1/11,1,,131 S. Ct. 1177,179 L. Ed. 2d 132,2011 U.S. LEXIS 1899,2010,1704,Roberts,09-1279,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/11,,338,,205,,1,38,,0,23,,23,,0,12,1,1,1,3,0,1,0,0,50040,5,1,0,4,5,3,335,NA,111,111,1,8,0,105,AScalia,1,1,1,2,,
2010-020,2010-020-01,2010-020-01-01,2010-020-01-01-01-03,3/1/11,1,,131 S. Ct. 1177,179 L. Ed. 2d 132,2011 U.S. LEXIS 1899,2010,1704,Roberts,09-1279,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/11,,338,,205,,1,38,,0,23,,23,,0,12,1,1,1,3,0,1,0,0,50040,5,1,0,4,5,3,335,NA,111,111,1,8,0,106,AMKennedy,1,1,1,2,,
2010-020,2010-020-01,2010-020-01-01,2010-020-01-01-01-04,3/1/11,1,,131 S. Ct. 1177,179 L. Ed. 2d 132,2011 U.S. LEXIS 1899,2010,1704,Roberts,09-1279,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/11,,338,,205,,1,38,,0,23,,23,,0,12,1,1,1,3,0,1,0,0,50040,5,1,0,4,5,3,335,NA,111,111,1,8,0,108,CThomas,1,1,1,2,,
2010-020,2010-020-01,2010-020-01-01,2010-020-01-01-01-05,3/1/11,1,,131 S. Ct. 1177,179 L. Ed. 2d 132,2011 U.S. LEXIS 1899,2010,1704,Roberts,09-1279,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/11,,338,,205,,1,38,,0,23,,23,,0,12,1,1,1,3,0,1,0,0,50040,5,1,0,4,5,3,335,NA,111,111,1,8,0,109,RBGinsburg,1,1,1,2,,
2010-020,2010-020-01,2010-020-01-01,2010-020-01-01-01-06,3/1/11,1,,131 S. Ct. 1177,179 L. Ed. 2d 132,2011 U.S. LEXIS 1899,2010,1704,Roberts,09-1279,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/11,,338,,205,,1,38,,0,23,,23,,0,12,1,1,1,3,0,1,0,0,50040,5,1,0,4,5,3,335,NA,111,111,1,8,0,110,SGBreyer,1,1,1,2,,
2010-020,2010-020-01,2010-020-01-01,2010-020-01-01-01-07,3/1/11,1,,131 S. Ct. 1177,179 L. Ed. 2d 132,2011 U.S. LEXIS 1899,2010,1704,Roberts,09-1279,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/11,,338,,205,,1,38,,0,23,,23,,0,12,1,1,1,3,0,1,0,0,50040,5,1,0,4,5,3,335,NA,111,111,1,8,0,112,SAAlito,1,1,1,2,,
2010-020,2010-020-01,2010-020-01-01,2010-020-01-01-01-08,3/1/11,1,,131 S. Ct. 1177,179 L. Ed. 2d 132,2011 U.S. LEXIS 1899,2010,1704,Roberts,09-1279,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/11,,338,,205,,1,38,,0,23,,23,,0,12,1,1,1,3,0,1,0,0,50040,5,1,0,4,5,3,335,NA,111,111,1,8,0,113,SSotomayor,1,1,1,2,,
2010-020,2010-020-01,2010-020-01-01,2010-020-01-01-01-09,3/1/11,1,,131 S. Ct. 1177,179 L. Ed. 2d 132,2011 U.S. LEXIS 1899,2010,1704,Roberts,09-1279,"FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.",1/19/11,,338,,205,,1,38,,0,23,,23,,0,12,1,1,1,3,0,1,0,0,50040,5,1,0,4,5,3,335,NA,111,111,1,8,0,114,EKagan,,,,,,
2010-021,2010-021-01,2010-021-01-01,2010-021-01-01-01-01,3/1/11,1,,131 S. Ct. 1186,179 L. Ed. 2d 144,2011 U.S. LEXIS 1900,2010,1704,Roberts,09-400,"VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL",11/2/10,,250,,151,,1,,,0,65,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,6,600,38 USCA 4311,105,111,1,8,0,111,JGRoberts,1,1,2,2,,
2010-021,2010-021-01,2010-021-01-01,2010-021-01-01-01-02,3/1/11,1,,131 S. Ct. 1186,179 L. Ed. 2d 144,2011 U.S. LEXIS 1900,2010,1704,Roberts,09-400,"VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL",11/2/10,,250,,151,,1,,,0,65,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,6,600,38 USCA 4311,105,111,1,8,0,105,AScalia,1,2,2,2,,
2010-021,2010-021-01,2010-021-01-01,2010-021-01-01-01-03,3/1/11,1,,131 S. Ct. 1186,179 L. Ed. 2d 144,2011 U.S. LEXIS 1900,2010,1704,Roberts,09-400,"VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL",11/2/10,,250,,151,,1,,,0,65,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,6,600,38 USCA 4311,105,111,1,8,0,106,AMKennedy,1,1,2,2,,
2010-021,2010-021-01,2010-021-01-01,2010-021-01-01-01-04,3/1/11,1,,131 S. Ct. 1186,179 L. Ed. 2d 144,2011 U.S. LEXIS 1900,2010,1704,Roberts,09-400,"VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL",11/2/10,,250,,151,,1,,,0,65,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,6,600,38 USCA 4311,105,111,1,8,0,108,CThomas,4,1,2,2,112,
2010-021,2010-021-01,2010-021-01-01,2010-021-01-01-01-05,3/1/11,1,,131 S. Ct. 1186,179 L. Ed. 2d 144,2011 U.S. LEXIS 1900,2010,1704,Roberts,09-400,"VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL",11/2/10,,250,,151,,1,,,0,65,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,6,600,38 USCA 4311,105,111,1,8,0,109,RBGinsburg,1,1,2,2,,
2010-021,2010-021-01,2010-021-01-01,2010-021-01-01-01-06,3/1/11,1,,131 S. Ct. 1186,179 L. Ed. 2d 144,2011 U.S. LEXIS 1900,2010,1704,Roberts,09-400,"VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL",11/2/10,,250,,151,,1,,,0,65,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,6,600,38 USCA 4311,105,111,1,8,0,110,SGBreyer,1,1,2,2,,
2010-021,2010-021-01,2010-021-01-01,2010-021-01-01-01-07,3/1/11,1,,131 S. Ct. 1186,179 L. Ed. 2d 144,2011 U.S. LEXIS 1900,2010,1704,Roberts,09-400,"VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL",11/2/10,,250,,151,,1,,,0,65,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,6,600,38 USCA 4311,105,111,1,8,0,112,SAAlito,4,2,2,2,,
2010-021,2010-021-01,2010-021-01-01,2010-021-01-01-01-08,3/1/11,1,,131 S. Ct. 1186,179 L. Ed. 2d 144,2011 U.S. LEXIS 1900,2010,1704,Roberts,09-400,"VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL",11/2/10,,250,,151,,1,,,0,65,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,6,600,38 USCA 4311,105,111,1,8,0,113,SSotomayor,1,1,2,2,,
2010-021,2010-021-01,2010-021-01-01,2010-021-01-01-01-09,3/1/11,1,,131 S. Ct. 1186,179 L. Ed. 2d 144,2011 U.S. LEXIS 1900,2010,1704,Roberts,09-400,"VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL",11/2/10,,250,,151,,1,,,0,65,,27,,0,12,3,1,1,4,0,1,0,0,20060,2,2,0,4,,6,600,38 USCA 4311,105,111,1,8,0,114,EKagan,,,,,,
2010-022,2010-022-01,2010-022-01-01,2010-022-01-01-01-01,3/1/11,1,,131 S. Ct. 1197,179 L. Ed. 2d 159,2011 U.S. LEXIS 1901,2010,1704,Roberts,09-1036,"DORETHA H. HENDERSON, AUTHORIZED REPRESENTATIVE OF DAVID L. HENDERSON, DECEASED, PETITIONER v. ERIC K. SHINESKI, SECRETARY OF VETERANS AFFAIRS",12/6/10,,250,,414,,1,114,,0,6,,8,,1,12,2,1,1,4,0,1,0,0,20250,2,2,0,5,4,6,600,38 USCA 7266,112,111,1,8,0,111,JGRoberts,1,1,2,2,,
2010-022,2010-022-01,2010-022-01-01,2010-022-01-01-01-02,3/1/11,1,,131 S. Ct. 1197,179 L. Ed. 2d 159,2011 U.S. LEXIS 1901,2010,1704,Roberts,09-1036,"DORETHA H. HENDERSON, AUTHORIZED REPRESENTATIVE OF DAVID L. HENDERSON, DECEASED, PETITIONER v. ERIC K. SHINESKI, SECRETARY OF VETERANS AFFAIRS",12/6/10,,250,,414,,1,114,,0,6,,8,,1,12,2,1,1,4,0,1,0,0,20250,2,2,0,5,4,6,600,38 USCA 7266,112,111,1,8,0,105,AScalia,1,1,2,2,,
2010-022,2010-022-01,2010-022-01-01,2010-022-01-01-01-03,3/1/11,1,,131 S. Ct. 1197,179 L. Ed. 2d 159,2011 U.S. LEXIS 1901,2010,1704,Roberts,09-1036,"DORETHA H. HENDERSON, AUTHORIZED REPRESENTATIVE OF DAVID L. HENDERSON, DECEASED, PETITIONER v. ERIC K. SHINESKI, SECRETARY OF VETERANS AFFAIRS",12/6/10,,250,,414,,1,114,,0,6,,8,,1,12,2,1,1,4,0,1,0,0,20250,2,2,0,5,4,6,600,38 USCA 7266,112,111,1,8,0,106,AMKennedy,1,1,2,2,,
2010-022,2010-022-01,2010-022-01-01,2010-022-01-01-01-04,3/1/11,1,,131 S. Ct. 1197,179 L. Ed. 2d 159,2011 U.S. LEXIS 1901,2010,1704,Roberts,09-1036,"DORETHA H. HENDERSON, AUTHORIZED REPRESENTATIVE OF DAVID L. HENDERSON, DECEASED, PETITIONER v. ERIC K. SHINESKI, SECRETARY OF VETERANS AFFAIRS",12/6/10,,250,,414,,1,114,,0,6,,8,,1,12,2,1,1,4,0,1,0,0,20250,2,2,0,5,4,6,600,38 USCA 7266,112,111,1,8,0,108,CThomas,1,1,2,2,,
